a.bookid,bigram,bigram_count
6,her_down,132
6,upon_sun,132
6,ancient_other,132
6,ancient_sun,132
6,moon_look,132
6,moon_heard,132
6,moon_full,132
7,partridge_great,132
7,partridge_than,132
4,wear_him,132
4,wear_make,132
4,wear_which,132
6,moon_down,132
4,all_him,132
4,may_make,132
5,than_human,132
4,may_which,132
6,up_sun,132
4,all_make,132
4,all_which,132
6,up_other,132
4,what_him,132
4,what_make,132
4,what_which,132
7,visit_great,132
6,which_down,132
5,than_some,132
5,than_duty,132
6,which_full,132
6,which_heard,132
6,which_look,132
6,which_may,132
6,which_other,132
6,her_may,132
6,her_look,132
5,must_duty,132
7,can_great,132
7,can_than,132
6,through_down,132
6,through_full,132
6,through_heard,132
6,through_look,132
6,through_may,132
6,through_other,132
6,through_sun,132
7,appear_great,132
7,appear_than,132
7,appear_them,132
6,which_sun,132
7,visit_than,132
7,if_than,132
7,if_great,132
5,can_duty,132
7,can_them,132
5,must_human,132
7,if_them,132
7,visit_them,132
4,may_him,132
6,where_down,132
6,where_full,132
6,where_heard,132
6,where_look,132
7,xi_great,132
7,xi_than,132
7,xi_them,132
7,xii_great,132
7,xii_than,132
7,xii_them,132
6,where_may,132
5,me_duty,132
6,ancient_full,132
7,allworthy_great,132
7,partridge_them,132
6,where_other,132
7,allworthy_than,132
5,me_human,132
5,mind_me,110
5,character_can,110
5,character_me,110
5,character_must,110
5,character_than,110
5,mind_must,110
5,mind_than,110
1,no_all,110
1,no_little,110
1,their_all,110
1,their_little,110
7,man_xii,110
5,work_me,110
5,work_can,110
5,though_can,110
5,though_me,110
5,though_must,110
5,though_than,110
7,man_xi,110
7,man_visit,110
7,man_partridge,110
7,man_if,110
5,man_me,110
5,man_can,110
7,man_can,110
6,see_ancient,110
6,see_her,110
6,see_moon,110
6,see_through,110
6,day_ancient,110
6,day_her,110
6,day_moon,110
6,day_through,110
6,day_up,110
6,day_upon,110
6,day_where,110
6,day_which,110
6,see_up,110
6,see_upon,110
6,see_where,110
6,see_which,110
6,weddingguest_ancient,110
6,made_ancient,110
6,made_her,110
6,made_moon,110
6,made_through,110
6,made_up,110
6,made_upon,110
6,made_where,110
6,made_which,110
7,man_appear,110
7,man_allworthy,110
6,weddingguest_her,110
6,weddingguest_moon,110
6,weddingguest_through,110
6,weddingguest_up,110
6,weddingguest_upon,110
6,weddingguest_where,110
6,weddingguest_which,110
6,more_which,110
6,more_where,110
6,more_upon,110
1,when_all,110
5,mary_me,110
5,mary_must,110
5,virtue_can,110
5,virtue_me,110
5,virtue_must,110
4,have_all,110
4,have_may,110
4,have_wear,110
4,have_what,110
5,first_can,110
5,first_me,110
5,first_must,110
5,first_than,110
5,render_can,110
5,render_me,110
5,render_must,110
5,render_than,110
4,when_all,110
4,when_may,110
4,when_wear,110
4,when_what,110
5,mary_than,110
5,mary_can,110
5,may_can,110
5,may_me,110
5,may_must,110
4,so_all,110
1,when_little,110
5,virtue_than,110
6,each_ancient,110
6,each_her,110
6,each_moon,110
6,each_through,110
6,each_up,110
6,each_upon,110
6,each_where,110
6,each_which,110
5,work_than,110
5,work_must,110
4,so_may,110
4,so_wear,110
4,so_what,110
6,eye_ancient,110
6,eye_her,110
6,eye_moon,110
6,eye_through,110
6,eye_up,110
1,some_all,110
1,some_little,110
5,so_can,110
5,so_me,110
5,so_must,110
5,so_than,110
6,eye_upon,110
6,eye_where,110
6,eye_which,110
6,more_up,110
5,should_can,110
5,should_me,110
5,should_must,110
5,should_than,110
6,more_through,110
6,more_moon,110
4,spirit_all,110
4,spirit_may,110
4,spirit_wear,110
4,spirit_what,110
7,those_allworthy,110
7,those_appear,110
7,those_can,110
7,those_if,110
7,those_partridge,110
7,those_visit,110
7,those_xi,110
7,those_xii,110
6,more_her,110
6,more_ancient,110
5,may_than,110
7,most_allworthy,110
7,most_appear,110
7,most_can,110
7,kind_allworthy,110
7,kind_appear,110
7,kind_can,110
7,kind_if,110
7,kind_partridge,110
7,kind_visit,110
7,kind_xi,110
7,kind_xii,110
7,arrival_allworthy,110
7,arrival_appear,110
7,arrival_can,110
7,arrival_if,110
7,arrival_partridge,110
7,arrival_visit,110
7,arrival_xi,110
7,arrival_xii,110
7,most_if,110
7,into_xii,110
7,into_xi,110
6,who_ancient,110
6,who_her,110
6,who_moon,110
6,who_through,110
6,who_up,110
6,who_upon,110
6,who_where,110
6,who_which,110
7,into_visit,110
7,into_partridge,110
7,into_if,110
7,most_partridge,110
7,most_visit,110
7,most_xi,110
7,most_xii,110
5,man_than,110
5,man_must,110
6,mov_ancient,110
6,mov_her,110
6,mov_moon,110
7,into_can,110
7,into_appear,110
7,into_allworthy,110
6,mov_through,110
6,mov_up,110
6,mov_upon,110
6,mov_where,110
6,mist_which,110
6,mist_where,110
6,mist_upon,110
6,mist_up,110
6,mist_through,110
6,mist_moon,110
5,do_can,110
5,do_me,110
5,do_must,110
5,do_than,110
6,mist_her,110
6,mist_ancient,110
6,mov_which,110
5,mind_can,110
6,acces_mov,90
6,acces_see,90
6,acces_weddingguest,90
6,acces_who,90
5,after_man,90
5,after_first,90
5,after_do,90
5,after_character,90
6,use_eye,90
6,use_made,90
6,use_mist,90
6,use_more,90
6,use_mov,90
6,use_see,90
6,use_weddingguest,90
6,yet_day,90
6,yet_each,90
6,yet_eye,90
6,yet_made,90
6,yet_mist,90
6,yet_more,90
6,yet_mov,90
6,yet_see,90
6,yet_weddingguest,90
6,yet_who,90
6,law_day,90
6,law_each,90
6,law_eye,90
6,law_made,90
6,law_mist,90
6,law_more,90
6,law_mov,90
6,law_see,90
6,law_weddingguest,90
6,law_who,90
6,use_who,90
7,much_arrival,90
7,much_into,90
7,much_kind,90
7,much_man,90
7,much_most,90
7,much_those,90
5,subject_character,90
5,subject_do,90
5,subject_first,90
5,subject_man,90
5,subject_mary,90
5,subject_may,90
5,subject_mind,90
5,subject_render,90
5,subject_should,90
5,subject_so,90
5,subject_though,90
5,subject_virtue,90
5,subject_work,90
5,before_character,90
5,before_do,90
5,before_first,90
5,before_man,90
5,before_mary,90
5,before_may,90
5,before_mind,90
5,before_render,90
5,before_should,90
5,before_so,90
5,before_though,90
5,before_virtue,90
5,before_work,90
6,could_who,90
6,could_weddingguest,90
6,could_see,90
6,could_mov,90
6,could_more,90
6,could_mist,90
6,could_made,90
6,could_eye,90
6,could_each,90
6,could_day,90
6,stood_who,90
6,stood_weddingguest,90
6,stood_see,90
6,stood_mov,90
4,see_have,90
4,see_so,90
4,see_spirit,90
4,see_when,90
6,stood_more,90
6,stood_mist,90
6,stood_made,90
6,stood_eye,90
6,stood_each,90
6,stood_day,90
5,your_work,90
5,your_virtue,90
5,your_though,90
5,your_so,90
5,your_should,90
5,your_render,90
5,your_mind,90
5,your_may,90
5,your_mary,90
5,your_man,90
5,your_first,90
5,your_do,90
5,your_character,90
1,orphan_no,90
6,paragraph_who,90
6,paragraph_weddingguest,90
6,paragraph_see,90
6,paragraph_mov,90
6,paragraph_more,90
6,fear_day,90
6,fear_each,90
6,fear_eye,90
6,fear_made,90
6,fear_mist,90
6,fear_more,90
6,fear_mov,90
6,fear_see,90
6,fear_weddingguest,90
6,fear_who,90
6,hath_day,90
6,hath_each,90
6,hath_eye,90
6,hath_made,90
6,hath_mist,90
6,hath_more,90
6,hath_mov,90
6,hath_see,90
6,hath_weddingguest,90
6,hath_who,90
6,soul_day,90
6,soul_each,90
6,soul_eye,90
6,soul_made,90
6,soul_mist,90
6,soul_more,90
6,soul_mov,90
6,soul_see,90
6,soul_weddingguest,90
6,soul_who,90
1,orphan_some,90
1,orphan_their,90
1,orphan_when,90
6,paragraph_mist,90
6,agreement_day,90
6,agreement_each,90
6,agreement_eye,90
6,agreement_made,90
6,agreement_mist,90
6,agreement_more,90
6,agreement_mov,90
6,agreement_see,90
6,agreement_weddingguest,90
6,agreement_who,90
6,paragraph_made,90
6,paragraph_eye,90
6,paragraph_each,90
6,paragraph_day,90
6,loud_day,90
6,loud_each,90
6,loud_eye,90
6,loud_made,90
6,loud_mist,90
6,loud_more,90
6,loud_mov,90
6,loud_see,90
6,loud_weddingguest,90
6,loud_who,90
7,we_arrival,90
7,we_into,90
7,we_kind,90
7,we_man,90
7,we_most,90
7,we_those,90
1,came_when,90
1,came_their,90
1,came_some,90
1,came_no,90
6,use_each,90
6,use_day,90
1,but_when,90
1,but_their,90
1,but_some,90
1,but_no,90
7,day_arrival,90
7,day_into,90
7,day_kind,90
7,day_man,90
7,day_most,90
7,day_those,90
5,one_character,90
5,one_do,90
5,one_first,90
5,one_man,90
5,one_mary,90
5,one_may,90
5,one_mind,90
5,one_render,90
5,one_should,90
5,one_so,90
5,one_though,90
5,one_virtue,90
5,one_work,90
6,will_day,90
6,will_each,90
6,will_eye,90
6,will_made,90
6,will_mist,90
6,will_more,90
6,will_mov,90
6,will_see,90
6,will_weddingguest,90
6,will_who,90
5,education_character,90
5,education_do,90
5,education_first,90
5,education_man,90
5,education_mary,90
5,education_may,90
5,education_mind,90
5,education_render,90
5,education_should,90
5,education_so,90
5,education_though,90
5,education_virtue,90
5,education_work,90
1,mother_when,90
1,mother_their,90
5,time_character,90
5,time_do,90
5,time_first,90
5,time_man,90
5,time_mary,90
5,time_may,90
5,time_mind,90
5,time_render,90
5,time_should,90
5,time_so,90
5,time_though,90
5,time_virtue,90
5,time_work,90
4,god_have,90
4,god_so,90
4,god_spirit,90
4,god_when,90
1,mother_some,90
1,mother_no,90
6,voice_who,90
6,voice_weddingguest,90
6,voice_see,90
6,voice_mov,90
6,voice_more,90
6,voice_mist,90
6,voice_made,90
6,voice_eye,90
6,voice_each,90
6,voice_day,90
6,without_day,90
6,without_each,90
6,without_eye,90
6,without_made,90
6,without_mist,90
6,without_more,90
6,without_mov,90
6,without_see,90
6,without_weddingguest,90
6,without_who,90
4,will_have,90
4,will_so,90
4,will_spirit,90
4,will_when,90
6,men_day,90
6,men_each,90
6,men_eye,90
6,men_made,90
6,men_mist,90
6,men_more,90
6,men_mov,90
6,men_see,90
6,men_weddingguest,90
6,men_who,90
5,after_mind,90
5,after_render,90
5,after_should,90
5,after_so,90
5,after_though,90
5,after_virtue,90
5,after_work,90
5,after_may,90
5,after_mary,90
6,acces_day,90
6,acces_each,90
6,acces_eye,90
6,acces_made,90
6,acces_mist,90
6,acces_more,90
6,into_stood,72
6,into_paragraph,72
6,into_men,72
6,into_loud,72
6,into_law,72
6,into_hath,72
6,into_fear,72
6,into_could,72
6,into_agreement,72
6,into_acces,72
1,boy_orphan,72
1,boy_mother,72
1,boy_came,72
1,boy_but,72
1,would_orphan,72
1,would_mother,72
1,would_came,72
1,would_but,72
6,how_yet,72
6,how_without,72
6,how_will,72
6,how_voice,72
6,how_use,72
6,how_stood,72
6,how_soul,72
6,how_paragraph,72
6,how_men,72
6,how_loud,72
6,how_law,72
6,how_hath,72
6,how_fear,72
6,how_could,72
6,how_agreement,72
6,how_acces,72
5,world_your,72
5,world_time,72
5,world_subject,72
5,world_one,72
5,world_education,72
5,world_before,72
5,world_after,72
1,which_orphan,72
1,which_mother,72
1,which_came,72
1,which_but,72
4,made_will,72
4,made_see,72
4,made_god,72
1,been_orphan,72
1,been_mother,72
1,been_came,72
1,been_but,72
5,without_your,72
5,without_time,72
5,without_subject,72
5,without_one,72
5,without_education,72
5,without_before,72
5,without_after,72
5,wish_your,72
5,wish_time,72
5,wish_subject,72
5,wish_one,72
5,wish_education,72
5,wish_before,72
5,wish_after,72
5,produc_your,72
5,produc_time,72
5,produc_subject,72
5,produc_one,72
5,produc_education,72
5,produc_before,72
5,produc_after,72
5,into_your,72
5,into_time,72
5,into_subject,72
5,into_one,72
5,into_education,72
5,into_before,72
5,into_after,72
6,bird_yet,72
6,bird_without,72
6,bird_will,72
6,bird_voice,72
6,bird_use,72
6,bird_stood,72
6,bird_soul,72
6,bird_paragraph,72
6,bird_men,72
6,bird_loud,72
6,bird_law,72
6,bird_hath,72
6,bird_fear,72
6,bird_could,72
6,bird_agreement,72
6,bird_acces,72
6,breeze_yet,72
6,breeze_without,72
6,breeze_will,72
6,breeze_voice,72
6,breeze_use,72
6,breeze_stood,72
6,breeze_soul,72
6,breeze_paragraph,72
6,breeze_men,72
6,breeze_loud,72
6,breeze_law,72
6,breeze_hath,72
6,breeze_fear,72
6,breeze_could,72
6,breeze_agreement,72
6,breeze_acces,72
4,where_will,72
4,where_see,72
4,where_god,72
5,other_your,72
5,other_time,72
5,other_subject,72
5,other_one,72
5,other_education,72
5,other_before,72
5,other_after,72
5,its_your,72
5,its_time,72
5,its_subject,72
5,its_one,72
5,its_education,72
5,its_before,72
5,its_after,72
7,little_we,72
7,little_much,72
7,little_day,72
5,argument_your,72
5,argument_time,72
5,argument_subject,72
5,argument_one,72
5,argument_education,72
5,argument_before,72
5,argument_after,72
5,these_your,72
5,these_time,72
5,these_subject,72
5,these_one,72
5,these_education,72
5,these_before,72
5,these_after,72
7,sir_we,72
7,sir_much,72
7,sir_day,72
1,them_orphan,72
1,them_mother,72
1,them_came,72
1,them_but,72
6,distribut_yet,72
6,distribut_without,72
6,distribut_will,72
6,distribut_voice,72
6,distribut_use,72
6,distribut_stood,72
6,distribut_soul,72
6,distribut_paragraph,72
6,distribut_men,72
6,distribut_loud,72
6,distribut_law,72
6,distribut_hath,72
6,distribut_fear,72
6,distribut_could,72
6,distribut_agreement,72
6,distribut_acces,72
4,then_will,72
4,then_see,72
4,then_god,72
6,trademark_yet,72
6,trademark_without,72
6,trademark_will,72
6,trademark_voice,72
6,trademark_use,72
6,trademark_stood,72
6,trademark_soul,72
6,trademark_paragraph,72
6,trademark_men,72
6,trademark_loud,72
6,trademark_law,72
6,trademark_hath,72
6,trademark_fear,72
6,trademark_could,72
6,trademark_agreement,72
6,trademark_acces,72
7,adventure_we,72
7,adventure_much,72
7,adventure_day,72
1,know_orphan,72
1,know_mother,72
1,know_came,72
1,know_but,72
5,object_your,72
5,object_time,72
5,object_subject,72
5,object_one,72
5,object_education,72
5,object_before,72
5,object_after,72
5,father_your,72
5,father_time,72
5,father_subject,72
5,father_one,72
5,father_education,72
5,father_before,72
5,father_after,72
6,white_yet,72
6,white_without,72
6,white_will,72
6,white_voice,72
6,white_use,72
6,white_stood,72
6,white_soul,72
6,white_paragraph,72
6,white_men,72
6,white_loud,72
6,white_law,72
6,white_hath,72
6,white_fear,72
6,white_could,72
6,white_agreement,72
6,white_acces,72
7,person_we,72
7,person_much,72
7,person_day,72
6,into_soul,72
5,appear_your,72
5,appear_time,72
5,appear_subject,72
5,appear_one,72
5,appear_education,72
5,appear_before,72
5,appear_after,72
6,night_yet,72
6,night_without,72
6,night_will,72
6,night_voice,72
6,night_use,72
6,night_stood,72
6,night_soul,72
6,night_paragraph,72
6,night_men,72
6,night_loud,72
6,night_law,72
6,night_hath,72
6,night_fear,72
6,night_could,72
6,night_agreement,72
6,night_acces,72
6,sound_yet,72
6,sound_without,72
6,sound_will,72
6,sound_voice,72
6,sound_use,72
6,sound_stood,72
6,sound_soul,72
6,sound_paragraph,72
6,sound_men,72
6,sound_loud,72
6,sound_law,72
6,sound_hath,72
6,sound_fear,72
6,sound_could,72
6,sound_agreement,72
6,sound_acces,72
6,never_yet,72
6,never_without,72
6,never_will,72
6,never_voice,72
6,never_use,72
6,never_stood,72
6,never_soul,72
6,never_paragraph,72
6,never_men,72
6,never_loud,72
6,never_law,72
6,never_hath,72
6,never_fear,72
6,never_could,72
6,never_agreement,72
6,never_acces,72
5,shall_your,72
5,shall_time,72
5,shall_subject,72
5,shall_one,72
5,shall_education,72
5,shall_before,72
5,shall_after,72
7,author_we,72
7,author_much,72
7,author_day,72
5,most_your,72
5,most_time,72
5,most_subject,72
5,most_one,72
5,most_education,72
5,most_before,72
5,most_after,72
1,one_orphan,72
1,one_mother,72
1,one_came,72
1,one_but,72
4,but_will,72
4,but_see,72
4,but_god,72
6,dead_yet,72
6,dead_without,72
6,dead_will,72
6,dead_voice,72
6,dead_use,72
6,dead_stood,72
6,dead_soul,72
6,dead_paragraph,72
6,dead_men,72
6,dead_loud,72
6,dead_law,72
6,dead_hath,72
6,dead_fear,72
6,dead_could,72
6,dead_agreement,72
6,dead_acces,72
7,western_we,72
7,western_much,72
7,western_day,72
6,when_yet,72
6,when_without,72
6,when_will,72
6,when_voice,72
6,when_use,72
6,when_stood,72
6,when_soul,72
6,when_paragraph,72
6,when_men,72
6,when_loud,72
6,when_law,72
6,when_hath,72
6,when_fear,72
6,when_could,72
6,when_agreement,72
6,when_acces,72
6,what_yet,72
6,what_without,72
6,what_will,72
6,what_voice,72
6,what_use,72
6,what_stood,72
6,what_soul,72
6,what_paragraph,72
6,what_men,72
6,what_loud,72
6,what_law,72
6,what_hath,72
6,what_fear,72
6,what_could,72
6,what_agreement,72
6,what_acces,72
1,day_orphan,72
1,day_mother,72
1,day_came,72
1,day_but,72
5,become_your,72
5,become_time,72
5,become_subject,72
5,become_one,72
5,become_education,72
5,become_before,72
5,become_after,72
4,robe_will,72
4,robe_see,72
4,robe_god,72
7,our_we,72
7,our_much,72
7,our_day,72
6,every_yet,72
6,every_without,72
6,every_will,72
6,every_voice,72
6,every_use,72
6,every_stood,72
6,every_soul,72
6,every_paragraph,72
6,every_men,72
6,every_loud,72
6,every_law,72
6,every_hath,72
6,every_fear,72
6,every_could,72
6,every_agreement,72
6,every_acces,72
6,away_yet,72
6,away_without,72
6,away_will,72
6,away_voice,72
6,away_use,72
6,away_stood,72
6,away_soul,72
6,away_paragraph,72
6,away_men,72
6,away_loud,72
6,away_law,72
6,away_hath,72
6,away_fear,72
6,away_could,72
6,away_agreement,72
6,away_acces,72
6,him_yet,72
6,him_without,72
6,him_will,72
6,him_voice,72
6,him_use,72
6,him_stood,72
6,him_soul,72
6,him_paragraph,72
6,him_men,72
6,him_loud,72
6,him_law,72
7,happen_we,72
7,happen_much,72
7,happen_day,72
6,him_hath,72
6,him_fear,72
6,him_could,72
6,him_agreement,72
6,water_yet,72
6,water_without,72
6,water_will,72
6,water_voice,72
6,water_use,72
6,water_stood,72
6,water_soul,72
6,water_paragraph,72
6,water_men,72
6,water_loud,72
6,water_law,72
6,water_hath,72
6,water_fear,72
6,water_could,72
6,water_agreement,72
6,water_acces,72
7,no_we,72
2,mother_you,72
6,him_acces,72
5,year_your,72
5,year_time,72
5,year_subject,72
5,year_one,72
5,year_education,72
5,year_before,72
5,year_after,72
7,no_much,72
7,no_day,72
4,no_will,72
4,no_see,72
4,no_god,72
1,god_orphan,72
1,god_mother,72
1,god_came,72
1,god_but,72
6,into_yet,72
6,into_without,72
6,into_will,72
6,into_voice,72
6,into_use,72
7,work_our,56
5,natural_year,56
5,natural_world,56
7,virtue_western,56
5,natural_without,56
5,natural_wish,56
5,natural_these,56
5,natural_shall,56
5,natural_produc,56
5,natural_other,56
5,natural_object,56
5,natural_most,56
5,natural_its,56
5,natural_into,56
5,natural_father,56
5,natural_become,56
5,natural_argument,56
5,natural_appear,56
7,work_no,56
7,work_little,56
5,there_wish,56
5,there_without,56
7,work_happen,56
5,there_world,56
5,there_year,56
7,work_author,56
7,work_adventure,56
6,pilot_trademark,56
6,pilot_water,56
6,pilot_what,56
6,go_white,56
6,go_when,56
6,go_what,56
7,love_adventure,56
7,love_author,56
7,love_happen,56
7,love_little,56
7,love_no,56
6,been_away,56
6,been_bird,56
6,been_breeze,56
7,love_our,56
7,love_person,56
7,love_sir,56
7,love_western,56
4,love_but,56
6,pilot_when,56
6,pilot_white,56
6,go_water,56
6,go_trademark,56
6,go_sound,56
6,go_night,56
6,go_never,56
6,go_into,56
6,go_how,56
6,go_him,56
6,go_every,56
6,go_distribut,56
6,sky_away,56
6,land_away,56
7,had_person,56
7,any_no,56
7,about_adventure,56
7,about_author,56
7,about_happen,56
7,about_little,56
7,about_no,56
7,about_our,56
7,about_person,56
7,about_sir,56
7,about_western,56
7,any_our,56
6,land_bird,56
6,land_breeze,56
4,love_made,56
4,love_no,56
6,land_dead,56
5,very_year,56
4,young_but,56
4,young_made,56
4,young_no,56
4,young_robe,56
4,young_then,56
4,young_where,56
6,land_distribut,56
6,land_every,56
6,land_him,56
6,land_how,56
6,land_into,56
6,land_never,56
4,do_but,56
4,do_made,56
4,do_no,56
4,do_robe,56
4,do_then,56
6,land_night,56
4,love_robe,56
4,love_then,56
4,love_where,56
7,incident_adventure,56
7,incident_author,56
6,been_dead,56
6,go_dead,56
6,go_breeze,56
5,found_appear,56
6,been_distribut,56
6,go_bird,56
6,go_away,56
7,conclud_author,56
7,conclud_adventure,56
7,incident_happen,56
5,found_argument,56
5,found_become,56
5,found_father,56
5,found_into,56
5,found_its,56
5,found_most,56
5,found_object,56
7,incident_little,56
7,incident_no,56
7,incident_our,56
7,incident_person,56
5,found_other,56
5,found_produc,56
7,incident_sir,56
7,incident_western,56
4,do_where,56
6,land_sound,56
6,land_trademark,56
7,any_person,56
7,any_sir,56
7,any_western,56
7,had_our,56
6,thou_dead,56
6,thou_distribut,56
5,found_shall,56
5,found_these,56
5,found_wish,56
5,found_without,56
5,found_world,56
6,thou_every,56
4,would_but,56
4,would_made,56
4,would_no,56
4,would_robe,56
4,would_then,56
4,would_where,56
6,thou_him,56
5,found_year,56
6,thou_how,56
6,land_water,56
6,land_what,56
6,land_when,56
6,land_white,56
5,great_these,56
5,great_wish,56
5,great_without,56
5,great_world,56
5,great_year,56
6,thou_into,56
6,thou_never,56
6,thou_night,56
6,thou_sound,56
6,thou_trademark,56
6,thou_water,56
6,thou_what,56
6,thou_when,56
5,such_appear,56
7,men_adventure,56
7,men_author,56
7,men_happen,56
7,men_little,56
7,continu_western,56
7,continu_sir,56
7,continu_person,56
7,continu_our,56
7,continu_no,56
7,continu_little,56
7,continu_happen,56
7,continu_author,56
7,continu_adventure,56
5,such_argument,56
5,such_become,56
4,mak_where,56
4,mak_then,56
4,mak_robe,56
4,mak_no,56
4,mak_made,56
4,mak_but,56
5,such_father,56
5,such_into,56
6,before_distribut,56
6,before_every,56
6,before_him,56
6,before_how,56
6,before_into,56
5,such_its,56
5,such_most,56
5,such_object,56
7,character_adventure,56
7,character_author,56
7,character_happen,56
7,character_little,56
7,character_no,56
